Vianco_data,,,,,
Gattung,GewogenAm,GewichtBezahlt,TVD,,
650 - SPG Kuhkalb,2017-10-27,71,120132794064502,,CH120132794064502
650 - SPG Kuhkalb,2017-10-27,71,120132794064503,,CH120132794064503
650 - SPG Kuhkalb,2017-10-27,71,120132794064504,,CH120132794064504
650 - SPG Kuhkalb,2017-10-27,71,120132794064505,,CH120132794064505
640 - SPG Stierkalb,2017-10-27,72,120132794064506,,CH120132794064506
640 - SPG Stierkalb,2017-10-27,72,120132794064507,,CH120132794064507
640 - SPG Stierkalb,2017-10-27,72,120132794064508,,CH120132794064508
640 - SPG Stierkalb,2017-10-27,72,120132794064509,,CH120132794064509
640 - SPG Stierkalb,2017-10-27,73,120132794064510,,CH120132794064510
640 - SPG Stierkalb,2017-10-27,73,120132794064511,,CH120132794064511
640 - SPG Stierkalb,2017-10-27,73,120132794064512,,CH120132794064512
650 - SPG Kuhkalb,2017-10-27,73,120132794064513,,CH120132794064513
650 - SPG Kuhkalb,2017-10-27,73,120132794064514,,CH120132794064514
650 - SPG Kuhkalb,2017-10-27,73,120132794064515,,CH120132794064515
650 - SPG Kuhkalb,2017-10-27,73,120132794064516,,CH120132794064516
650 - SPG Kuhkalb,2017-10-27,74,120132794064517,,CH120132794064517
640 - SPG Stierkalb,2017-10-27,75,120132794064518,,CH120132794064518
640 - SPG Stierkalb,2017-10-27,75,120132794064519,,CH120132794064519
640 - SPG Stierkalb,2017-10-27,75,120132794064520,,CH120132794064520
640 - SPG Stierkalb,2017-10-27,75,120132794064521,,CH120132794064521
640 - SPG Stierkalb,2017-10-27,75,120132794064522,,CH120132794064522
640 - SPG Stierkalb,2017-10-27,75,120132794064523,,CH120132794064523
640 - SPG Stierkalb,2017-10-27,75,120132794064524,,CH120132794064524
640 - SPG Stierkalb,2017-10-27,75,120132794064525,,CH120132794064525
640 - SPG Stierkalb,2017-10-27,75,120132794064526,,CH120132794064526
640 - SPG Stierkalb,2017-10-27,75,120132794064527,,CH120132794064527
640 - SPG Stierkalb,2017-10-27,75,120132794064528,,CH120132794064528
640 - SPG Stierkalb,2017-10-27,75,120132794064529,,CH120132794064529
640 - SPG Stierkalb,2017-10-27,75,120132794064530,,CH120132794064530
640 - SPG Stierkalb,2017-10-27,75,120132794064531,,CH120132794064531
640 - SPG Stierkalb,2017-10-27,75,120132794064532,,CH120132794064532
640 - SPG Stierkalb,2017-10-27,75,120132794064533,,CH120132794064533
640 - SPG Stierkalb,2017-10-27,75,120132794064534,,CH120132794064534
640 - SPG Stierkalb,2017-10-27,75,120132794064535,,CH120132794064535
640 - SPG Stierkalb,2017-10-27,75,120132794064536,,CH120132794064536
640 - SPG Stierkalb,2017-10-27,75,120132794064537,,CH120132794064537
640 - SPG Stierkalb,2017-10-27,75,120132794064538,,CH120132794064538
640 - SPG Stierkalb,2017-10-27,75,120132794064539,,CH120132794064539
640 - SPG Stierkalb,2017-10-27,75,120132794064540,,CH120132794064540
640 - SPG Stierkalb,2017-10-27,75,120132794064541,,CH120132794064541
640 - SPG Stierkalb,2017-10-27,75,120132794064542,,CH120132794064542
640 - SPG Stierkalb,2017-10-27,75,120132794064543,,CH120132794064543
640 - SPG Stierkalb,2017-10-27,75,120132794064544,,CH120132794064544
640 - SPG Stierkalb,2017-10-27,75,120132794064545,,CH120132794064545
640 - SPG Stierkalb,2017-10-27,75,120132794064546,,CH120132794064546
640 - SPG Stierkalb,2017-10-27,75,120132794064547,,CH120132794064547
640 - SPG Stierkalb,2017-10-27,75,120132794064548,,CH120132794064548
640 - SPG Stierkalb,2017-10-27,75,120132794064549,,CH120132794064549
640 - SPG Stierkalb,2017-10-27,75,120132794064550,,CH120132794064550
640 - SPG Stierkalb,2017-10-27,75,120132794064551,,CH120132794064551
640 - SPG Stierkalb,2017-10-27,75,120132794064552,,CH120132794064552
640 - SPG Stierkalb,2017-10-27,75,120132794064553,,CH120132794064553
640 - SPG Stierkalb,2017-10-27,75,120132794064554,,CH120132794064554
640 - SPG Stierkalb,2017-10-27,75,120132794064555,,CH120132794064555
640 - SPG Stierkalb,2017-10-27,75,120132794064556,,CH120132794064556
640 - SPG Stierkalb,2017-10-27,75,120132794064557,,CH120132794064557
640 - SPG Stierkalb,2017-10-27,75,120132794064558,,CH120132794064558
640 - SPG Stierkalb,2017-10-27,75,120132794064559,,CH120132794064559
640 - SPG Stierkalb,2017-10-27,75,120132794064560,,CH120132794064560
640 - SPG Stierkalb,2017-10-27,75,120132794064561,,CH120132794064561
650 - SPG Kuhkalb,2017-10-27,75,120132794064562,,CH120132794064562
650 - SPG Kuhkalb,2017-10-27,75,120132794064563,,CH120132794064563
650 - SPG Kuhkalb,2017-10-27,75,120132794064564,,CH120132794064564
650 - SPG Kuhkalb,2017-10-27,75,120132794064565,,CH120132794064565
650 - SPG Kuhkalb,2017-10-27,75,120132794064566,,CH120132794064566
650 - SPG Kuhkalb,2017-10-27,75,120132794064567,,CH120132794064567
650 - SPG Kuhkalb,2017-10-27,75,120132794064568,,CH120132794064568
650 - SPG Kuhkalb,2017-10-27,75,120132794064569,,CH120132794064569
650 - SPG Kuhkalb,2017-10-27,75,120132794064570,,CH120132794064570
650 - SPG Kuhkalb,2017-10-27,75,120132794064571,,CH120132794064571
650 - SPG Kuhkalb,2017-10-27,75,120132794064572,,CH120132794064572
650 - SPG Kuhkalb,2017-10-27,75,120132794064573,,CH120132794064573
650 - SPG Kuhkalb,2017-10-27,75,120132794064574,,CH120132794064574
650 - SPG Kuhkalb,2017-10-27,75,120132794064575,,CH120132794064575
650 - SPG Kuhkalb,2017-10-27,75,120132794064576,,CH120132794064576
650 - SPG Kuhkalb,2017-10-27,75,120132794064577,,CH120132794064577
650 - SPG Kuhkalb,2017-10-27,75,120132794064578,,CH120132794064578
650 - SPG Kuhkalb,2017-10-27,75,120132794064579,,CH120132794064579
650 - SPG Kuhkalb,2017-10-27,75,120132794064580,,CH120132794064580
650 - SPG Kuhkalb,2017-10-27,75,120132794064581,,CH120132794064581
650 - SPG Kuhkalb,2017-10-27,75,120132794064582,,CH120132794064582
650 - SPG Kuhkalb,2017-10-27,75,120132794064583,,CH120132794064583
650 - SPG Kuhkalb,2017-10-27,75,120132794064584,,CH120132794064584
650 - SPG Kuhkalb,2017-10-27,75,120132794064585,,CH120132794064585
650 - SPG Kuhkalb,2017-10-27,75,120132794064586,,CH120132794064586
650 - SPG Kuhkalb,2017-10-27,75,120132794064587,,CH120132794064587
650 - SPG Kuhkalb,2017-10-27,75,120132794064588,,CH120132794064588
650 - SPG Kuhkalb,2017-10-27,75,120132794064589,,CH120132794064589
640 - SPG Stierkalb,2017-11-02,56,120132794064590,,CH120132794064590
650 - SPG Kuhkalb,2017-11-03,43,120132794064591,,CH120132794064591
650 - SPG Kuhkalb,2017-11-03,52,120132794064592,,CH120132794064592
650 - SPG Kuhkalb,2017-11-03,57,120132794064593,,CH120132794064593
640 - SPG Stierkalb,2017-11-03,59,120132794064594,,CH120132794064594
640 - SPG Stierkalb,2017-11-03,61,120132794064595,,CH120132794064595
640 - SPG Stierkalb,2017-11-03,63,120132794064596,,CH120132794064596
650 - SPG Kuhkalb,2017-11-03,63,120132794064597,,CH120132794064597
650 - SPG Kuhkalb,2017-11-03,64,120132794064598,,CH120132794064598
650 - SPG Kuhkalb,2017-11-03,64,120132794064599,,CH120132794064599
650 - SPG Kuhkalb,2017-11-03,64,120132794064600,,CH120132794064600
640 - SPG Stierkalb,2017-11-03,65,120132794064601,,CH120132794064601
640 - SPG Stierkalb,2017-11-03,66,120132794064602,,CH120132794064602
640 - SPG Stierkalb,2017-11-03,66,120132794064603,,CH120132794064603
640 - SPG Stierkalb,2017-11-03,66,120132794064604,,CH120132794064604
640 - SPG Stierkalb,2017-11-03,66,120132794064605,,CH120132794064605
640 - SPG Stierkalb,2017-11-03,66,120132794064606,,CH120132794064606
650 - SPG Kuhkalb,2017-11-03,66,120132794064607,,CH120132794064607
650 - SPG Kuhkalb,2017-11-03,67,120132794064608,,CH120132794064608
650 - SPG Kuhkalb,2017-11-03,67,120132794064609,,CH120132794064609
640 - SPG Stierkalb,2017-11-03,69,120132794064610,,CH120132794064610
640 - SPG Stierkalb,2017-11-03,69,120132794064611,,CH120132794064611
640 - SPG Stierkalb,2017-11-03,69,120132794064612,,CH120132794064612
640 - SPG Stierkalb,2017-11-03,70,120132794064613,,CH120132794064613
650 - SPG Kuhkalb,2017-11-03,70,120132794064614,,CH120132794064614
650 - SPG Kuhkalb,2017-11-03,70,120132794064615,,CH120132794064615
650 - SPG Kuhkalb,2017-11-03,70,120132794064616,,CH120132794064616
650 - SPG Kuhkalb,2017-11-03,70,120132794064617,,CH120132794064617
640 - SPG Stierkalb,2017-11-03,71,120132794064618,,CH120132794064618
640 - SPG Stierkalb,2017-11-03,71,120132794064619,,CH120132794064619
640 - SPG Stierkalb,2017-11-03,71,120132794064620,,CH120132794064620
640 - SPG Stierkalb,2017-11-03,71,120132794064621,,CH120132794064621
650 - SPG Kuhkalb,2017-11-03,71,120132794064622,,CH120132794064622
650 - SPG Kuhkalb,2017-11-03,71,120132794064623,,CH120132794064623
650 - SPG Kuhkalb,2017-11-03,72,120132794064624,,CH120132794064624
640 - SPG Stierkalb,2017-11-03,73,120132794064625,,CH120132794064625
640 - SPG Stierkalb,2017-11-03,73,120132794064626,,CH120132794064626
640 - SPG Stierkalb,2017-11-03,73,120132794064627,,CH120132794064627
640 - SPG Stierkalb,2017-11-03,73,120132794064628,,CH120132794064628
650 - SPG Kuhkalb,2017-11-03,73,120132794064629,,CH120132794064629
650 - SPG Kuhkalb,2017-11-03,73,120132794064630,,CH120132794064630
650 - SPG Kuhkalb,2017-11-03,73,120132794064631,,CH120132794064631
640 - SPG Stierkalb,2017-11-03,74,120132794064632,,CH120132794064632
640 - SPG Stierkalb,2017-11-03,74,120132794064633,,CH120132794064633
640 - SPG Stierkalb,2017-11-03,74,120132794064634,,CH120132794064634
650 - SPG Kuhkalb,2017-11-03,74,120132794064635,,CH120132794064635
640 - SPG Stierkalb,2017-11-03,75,120132794064636,,CH120132794064636
640 - SPG Stierkalb,2017-11-03,75,120132794064637,,CH120132794064637
640 - SPG Stierkalb,2017-11-03,75,120132794064638,,CH120132794064638
640 - SPG Stierkalb,2017-11-03,75,120132794064639,,CH120132794064639
640 - SPG Stierkalb,2017-11-03,75,120132794064640,,CH120132794064640
640 - SPG Stierkalb,2017-11-03,75,120132794064641,,CH120132794064641
640 - SPG Stierkalb,2017-11-03,75,120132794064642,,CH120132794064642
640 - SPG Stierkalb,2017-11-03,75,120132794064643,,CH120132794064643
640 - SPG Stierkalb,2017-11-03,75,120132794064644,,CH120132794064644
640 - SPG Stierkalb,2017-11-03,75,120132794064645,,CH120132794064645
640 - SPG Stierkalb,2017-11-03,75,120132794064646,,CH120132794064646
640 - SPG Stierkalb,2017-11-03,75,120132794064647,,CH120132794064647
640 - SPG Stierkalb,2017-11-03,75,120132794064648,,CH120132794064648
640 - SPG Stierkalb,2017-11-03,75,120132794064649,,CH120132794064649
640 - SPG Stierkalb,2017-11-03,75,120132794064650,,CH120132794064650
640 - SPG Stierkalb,2017-11-03,75,120132794064651,,CH120132794064651
640 - SPG Stierkalb,2017-11-03,75,120132794064652,,CH120132794064652
640 - SPG Stierkalb,2017-11-03,75,120132794064653,,CH120132794064653
640 - SPG Stierkalb,2017-11-03,75,120132794064654,,CH120132794064654
640 - SPG Stierkalb,2017-11-03,75,120132794064655,,CH120132794064655
640 - SPG Stierkalb,2017-11-03,75,120132794064656,,CH120132794064656
640 - SPG Stierkalb,2017-11-03,75,120132794064657,,CH120132794064657
640 - SPG Stierkalb,2017-11-03,75,120132794064658,,CH120132794064658
640 - SPG Stierkalb,2017-11-03,75,120132794064659,,CH120132794064659
640 - SPG Stierkalb,2017-11-03,75,120132794064660,,CH120132794064660
640 - SPG Stierkalb,2017-11-03,75,120132794064661,,CH120132794064661
640 - SPG Stierkalb,2017-11-03,75,120132794064662,,CH120132794064662
640 - SPG Stierkalb,2017-11-03,75,120132794064663,,CH120132794064663
640 - SPG Stierkalb,2017-11-03,75,120132794064664,,CH120132794064664
640 - SPG Stierkalb,2017-11-03,75,120132794064665,,CH120132794064665
640 - SPG Stierkalb,2017-11-03,75,120132794064666,,CH120132794064666
640 - SPG Stierkalb,2017-11-03,75,120132794064667,,CH120132794064667
640 - SPG Stierkalb,2017-11-03,75,120132794064668,,CH120132794064668
640 - SPG Stierkalb,2017-11-03,75,120132794064669,,CH120132794064669
640 - SPG Stierkalb,2017-11-03,75,120132794064670,,CH120132794064670
640 - SPG Stierkalb,2017-11-03,75,120132794064671,,CH120132794064671
640 - SPG Stierkalb,2017-11-03,75,120132794064672,,CH120132794064672
640 - SPG Stierkalb,2017-11-03,75,120132794064673,,CH120132794064673
640 - SPG Stierkalb,2017-11-03,75,120132794064674,,CH120132794064674
640 - SPG Stierkalb,2017-11-03,75,120132794064675,,CH120132794064675
640 - SPG Stierkalb,2017-11-03,75,120132794064676,,CH120132794064676
650 - SPG Kuhkalb,2017-11-03,75,120132794064677,,CH120132794064677
650 - SPG Kuhkalb,2017-11-03,75,120132794064678,,CH120132794064678
650 - SPG Kuhkalb,2017-11-03,75,120132794064679,,CH120132794064679
650 - SPG Kuhkalb,2017-11-03,75,120132794064680,,CH120132794064680
650 - SPG Kuhkalb,2017-11-03,75,120132794064681,,CH120132794064681
650 - SPG Kuhkalb,2017-11-03,75,120132794064682,,CH120132794064682
650 - SPG Kuhkalb,2017-11-03,75,120132794064683,,CH120132794064683
650 - SPG Kuhkalb,2017-11-03,75,120132794064684,,CH120132794064684
650 - SPG Kuhkalb,2017-11-03,75,120132794064685,,CH120132794064685
650 - SPG Kuhkalb,2017-11-03,75,120132794064686,,CH120132794064686
650 - SPG Kuhkalb,2017-11-03,75,120132794064687,,CH120132794064687
650 - SPG Kuhkalb,2017-11-03,75,120132794064688,,CH120132794064688
650 - SPG Kuhkalb,2017-11-03,75,120132794064689,,CH120132794064689
650 - SPG Kuhkalb,2017-11-03,75,120132794064690,,CH120132794064690
650 - SPG Kuhkalb,2017-11-03,75,120132794064691,,CH120132794064691
650 - SPG Kuhkalb,2017-11-03,75,120132794064692,,CH120132794064692
650 - SPG Kuhkalb,2017-11-03,75,120132794064693,,CH120132794064693
650 - SPG Kuhkalb,2017-11-03,75,120132794064694,,CH120132794064694
650 - SPG Kuhkalb,2017-11-03,75,120132794064695,,CH120132794064695
650 - SPG Kuhkalb,2017-11-03,75,120132794064696,,CH120132794064696
650 - SPG Kuhkalb,2017-11-03,75,120132794064697,,CH120132794064697
650 - SPG Kuhkalb,2017-11-03,75,120132794064698,,CH120132794064698
650 - SPG Kuhkalb,2017-11-03,75,120132794064699,,CH120132794064699
650 - SPG Kuhkalb,2017-11-03,75,120132794064700,,CH120132794064700
650 - SPG Kuhkalb,2017-11-03,75,120132794064701,,CH120132794064701
650 - SPG Kuhkalb,2017-11-03,75,120132794064702,,CH120132794064702
650 - SPG Kuhkalb,2017-11-03,75,120132794064703,,CH120132794064703
650 - SPG Kuhkalb,2017-11-03,75,120132794064704,,CH120132794064704
650 - SPG Kuhkalb,2017-11-03,75,120132794064705,,CH120132794064705
650 - SPG Kuhkalb,2017-11-03,75,120132794064706,,CH120132794064706
650 - SPG Kuhkalb,2017-11-03,75,120132794064707,,CH120132794064707
650 - SPG Kuhkalb,2017-11-03,75,120132794064708,,CH120132794064708
650 - SPG Kuhkalb,2017-11-10,55,120132794064709,,CH120132794064709
650 - SPG Kuhkalb,2017-11-10,60,120132794064710,,CH120132794064710
640 - SPG Stierkalb,2017-11-10,61,120132794064711,,CH120132794064711
650 - SPG Kuhkalb,2017-11-10,61,120132794064712,,CH120132794064712
650 - SPG Kuhkalb,2017-11-10,61,120132794064713,,CH120132794064713
650 - SPG Kuhkalb,2017-11-10,65,120132794064714,,CH120132794064714
650 - SPG Kuhkalb,2017-11-10,65,120132794064715,,CH120132794064715
650 - SPG Kuhkalb,2017-11-10,66,120132794064716,,CH120132794064716
650 - SPG Kuhkalb,2017-11-10,66,120132794064717,,CH120132794064717
650 - SPG Kuhkalb,2017-11-10,66,120132794064718,,CH120132794064718
650 - SPG Kuhkalb,2017-11-10,66,120132794064719,,CH120132794064719
650 - SPG Kuhkalb,2017-11-10,67,120132794064720,,CH120132794064720
640 - SPG Stierkalb,2017-11-10,68,120132794064721,,CH120132794064721
640 - SPG Stierkalb,2017-11-10,68,120132794064722,,CH120132794064722
640 - SPG Stierkalb,2017-11-10,68,120132794064723,,CH120132794064723
650 - SPG Kuhkalb,2017-11-10,68,120132794064724,,CH120132794064724
650 - SPG Kuhkalb,2017-11-10,68,120132794064725,,CH120132794064725
650 - SPG Kuhkalb,2017-11-10,68,120132794064726,,CH120132794064726
650 - SPG Kuhkalb,2017-11-10,69,120132794064727,,CH120132794064727
650 - SPG Kuhkalb,2017-11-10,69,120132794064728,,CH120132794064728
640 - SPG Stierkalb,2017-11-10,70,120132794064729,,CH120132794064729
650 - SPG Kuhkalb,2017-11-10,70,120132794064730,,CH120132794064730
650 - SPG Kuhkalb,2017-11-10,70,120132794064731,,CH120132794064731
640 - SPG Stierkalb,2017-11-10,71,120132794064732,,CH120132794064732
640 - SPG Stierkalb,2017-11-10,71,120132794064733,,CH120132794064733
640 - SPG Stierkalb,2017-11-10,71,120132794064734,,CH120132794064734
640 - SPG Stierkalb,2017-11-10,71,120132794064735,,CH120132794064735
640 - SPG Stierkalb,2017-11-10,71,120132794064736,,CH120132794064736
640 - SPG Stierkalb,2017-11-10,72,120132794064737,,CH120132794064737
640 - SPG Stierkalb,2017-11-10,72,120132794064738,,CH120132794064738
650 - SPG Kuhkalb,2017-11-10,72,120132794064739,,CH120132794064739
640 - SPG Stierkalb,2017-11-10,73,120132794064740,,CH120132794064740
640 - SPG Stierkalb,2017-11-10,73,120132794064741,,CH120132794064741
640 - SPG Stierkalb,2017-11-10,73,120132794064742,,CH120132794064742
640 - SPG Stierkalb,2017-11-10,73,120132794064743,,CH120132794064743
640 - SPG Stierkalb,2017-11-10,73,120132794064744,,CH120132794064744
640 - SPG Stierkalb,2017-11-10,74,120132794064745,,CH120132794064745
640 - SPG Stierkalb,2017-11-10,74,120132794064746,,CH120132794064746
650 - SPG Kuhkalb,2017-11-10,74,120132794064747,,CH120132794064747
640 - SPG Stierkalb,2017-11-10,75,120132794064748,,CH120132794064748
640 - SPG Stierkalb,2017-11-10,75,120132794064749,,CH120132794064749
640 - SPG Stierkalb,2017-11-10,75,120132794064750,,CH120132794064750
640 - SPG Stierkalb,2017-11-10,75,120132794064751,,CH120132794064751
640 - SPG Stierkalb,2017-11-10,75,120132794064752,,CH120132794064752
640 - SPG Stierkalb,2017-11-10,75,120132794064753,,CH120132794064753
640 - SPG Stierkalb,2017-11-10,75,120132794064754,,CH120132794064754
640 - SPG Stierkalb,2017-11-10,75,120132794064755,,CH120132794064755
640 - SPG Stierkalb,2017-11-10,75,120132794064756,,CH120132794064756
640 - SPG Stierkalb,2017-11-10,75,120132794064757,,CH120132794064757
640 - SPG Stierkalb,2017-11-10,75,120132794064758,,CH120132794064758
640 - SPG Stierkalb,2017-11-10,75,120132794064759,,CH120132794064759
640 - SPG Stierkalb,2017-11-10,75,120132794064760,,CH120132794064760
640 - SPG Stierkalb,2017-11-10,75,120132794064761,,CH120132794064761
640 - SPG Stierkalb,2017-11-10,75,120132794064762,,CH120132794064762
640 - SPG Stierkalb,2017-11-10,75,120132794064763,,CH120132794064763
640 - SPG Stierkalb,2017-11-10,75,120132794064764,,CH120132794064764
640 - SPG Stierkalb,2017-11-10,75,120132794064765,,CH120132794064765
640 - SPG Stierkalb,2017-11-10,75,120132794064766,,CH120132794064766
640 - SPG Stierkalb,2017-11-10,75,120132794064767,,CH120132794064767
640 - SPG Stierkalb,2017-11-10,75,120132794064768,,CH120132794064768
640 - SPG Stierkalb,2017-11-10,75,120132794064769,,CH120132794064769
640 - SPG Stierkalb,2017-11-10,75,120132794064770,,CH120132794064770
640 - SPG Stierkalb,2017-11-10,75,120132794064771,,CH120132794064771
640 - SPG Stierkalb,2017-11-10,75,120132794064772,,CH120132794064772
640 - SPG Stierkalb,2017-11-10,75,120132794064773,,CH120132794064773
640 - SPG Stierkalb,2017-11-10,75,120132794064774,,CH120132794064774
640 - SPG Stierkalb,2017-11-10,75,120132794064775,,CH120132794064775
640 - SPG Stierkalb,2017-11-10,75,120132794064776,,CH120132794064776
640 - SPG Stierkalb,2017-11-10,75,120132794064777,,CH120132794064777
640 - SPG Stierkalb,2017-11-10,75,120132794064778,,CH120132794064778
640 - SPG Stierkalb,2017-11-10,75,120132794064779,,CH120132794064779
640 - SPG Stierkalb,2017-11-10,75,120132794064780,,CH120132794064780
640 - SPG Stierkalb,2017-11-10,75,120132794064781,,CH120132794064781
640 - SPG Stierkalb,2017-11-10,75,120132794064782,,CH120132794064782
640 - SPG Stierkalb,2017-11-10,75,120132794064783,,CH120132794064783
640 - SPG Stierkalb,2017-11-10,75,120132794064784,,CH120132794064784
640 - SPG Stierkalb,2017-11-10,75,120132794064785,,CH120132794064785
640 - SPG Stierkalb,2017-11-10,75,120132794064786,,CH120132794064786
640 - SPG Stierkalb,2017-11-10,75,120132794064787,,CH120132794064787
640 - SPG Stierkalb,2017-11-10,75,120132794064788,,CH120132794064788
640 - SPG Stierkalb,2017-11-10,75,120132794064789,,CH120132794064789
640 - SPG Stierkalb,2017-11-10,75,120132794064790,,CH120132794064790
640 - SPG Stierkalb,2017-11-10,75,120132794064791,,CH120132794064791
640 - SPG Stierkalb,2017-11-10,75,120132794064792,,CH120132794064792
640 - SPG Stierkalb,2017-11-10,75,120132794064793,,CH120132794064793
640 - SPG Stierkalb,2017-11-10,75,120132794064794,,CH120132794064794
640 - SPG Stierkalb,2017-11-10,75,120132794064795,,CH120132794064795
640 - SPG Stierkalb,2017-11-10,75,120132794064796,,CH120132794064796
650 - SPG Kuhkalb,2017-11-10,75,120132794064797,,CH120132794064797
650 - SPG Kuhkalb,2017-11-10,75,120132794064798,,CH120132794064798
650 - SPG Kuhkalb,2017-11-10,75,120132794064799,,CH120132794064799
650 - SPG Kuhkalb,2017-11-10,75,120132794064800,,CH120132794064800
650 - SPG Kuhkalb,2017-11-10,75,120132794064801,,CH120132794064801
650 - SPG Kuhkalb,2017-11-10,75,120132794064802,,CH120132794064802
650 - SPG Kuhkalb,2017-11-10,75,120132794064803,,CH120132794064803
650 - SPG Kuhkalb,2017-11-10,75,120132794064804,,CH120132794064804
650 - SPG Kuhkalb,2017-11-10,75,120132794064805,,CH120132794064805
650 - SPG Kuhkalb,2017-11-10,75,120132794064806,,CH120132794064806
650 - SPG Kuhkalb,2017-11-10,75,120132794064807,,CH120132794064807
650 - SPG Kuhkalb,2017-11-10,75,120132794064808,,CH120132794064808
650 - SPG Kuhkalb,2017-11-10,75,120132794064809,,CH120132794064809
650 - SPG Kuhkalb,2017-11-10,75,120132794064810,,CH120132794064810
650 - SPG Kuhkalb,2017-11-10,75,120132794064811,,CH120132794064811
650 - SPG Kuhkalb,2017-11-10,75,120132794064812,,CH120132794064812
650 - SPG Kuhkalb,2017-11-10,75,120132794064813,,CH120132794064813
650 - SPG Kuhkalb,2017-11-17,55,120132794064814,,CH120132794064814
640 - SPG Stierkalb,2017-11-17,57,120132794064815,,CH120132794064815
650 - SPG Kuhkalb,2017-11-17,59,120132794064816,,CH120132794064816
640 - SPG Stierkalb,2017-11-17,60,120132794064817,,CH120132794064817
650 - SPG Kuhkalb,2017-11-17,61,120132794064818,,CH120132794064818
650 - SPG Kuhkalb,2017-11-17,62,120132794064819,,CH120132794064819
640 - SPG Stierkalb,2017-11-17,63,120132794064820,,CH120132794064820
650 - SPG Kuhkalb,2017-11-17,63,120132794064821,,CH120132794064821
640 - SPG Stierkalb,2017-11-17,64,120132794064822,,CH120132794064822
640 - SPG Stierkalb,2017-11-17,65,120132794064823,,CH120132794064823
640 - SPG Stierkalb,2017-11-17,65,120132794064824,,CH120132794064824
640 - SPG Stierkalb,2017-11-17,65,120132794064825,,CH120132794064825
640 - SPG Stierkalb,2017-11-17,66,120132794064826,,CH120132794064826
640 - SPG Stierkalb,2017-11-17,66,120132794064827,,CH120132794064827
640 - SPG Stierkalb,2017-11-17,67,120132794064828,,CH120132794064828
640 - SPG Stierkalb,2017-11-17,67,120132794064829,,CH120132794064829
640 - SPG Stierkalb,2017-11-17,67,120132794064830,,CH120132794064830
650 - SPG Kuhkalb,2017-11-17,67,120132794064831,,CH120132794064831
650 - SPG Kuhkalb,2017-11-17,67,120132794064832,,CH120132794064832
650 - SPG Kuhkalb,2017-11-17,68,120132794064833,,CH120132794064833
650 - SPG Kuhkalb,2017-11-17,68,120132794064834,,CH120132794064834
640 - SPG Stierkalb,2017-11-17,70,120132794064835,,CH120132794064835
640 - SPG Stierkalb,2017-11-17,70,120132794064836,,CH120132794064836
640 - SPG Stierkalb,2017-11-17,70,120132794064837,,CH120132794064837
640 - SPG Stierkalb,2017-11-17,70,120132794064838,,CH120132794064838
640 - SPG Stierkalb,2017-11-17,70,120132794064839,,CH120132794064839
650 - SPG Kuhkalb,2017-11-17,70,120132794064840,,CH120132794064840
650 - SPG Kuhkalb,2017-11-17,70,120132794064841,,CH120132794064841
650 - SPG Kuhkalb,2017-11-17,70,120132794064842,,CH120132794064842
640 - SPG Stierkalb,2017-11-17,71,120132794064843,,CH120132794064843
650 - SPG Kuhkalb,2017-11-17,71,120132794064844,,CH120132794064844
650 - SPG Kuhkalb,2017-11-17,71,120132794064845,,CH120132794064845
650 - SPG Kuhkalb,2017-11-17,71,120132794064846,,CH120132794064846
650 - SPG Kuhkalb,2017-11-17,71,120132794064847,,CH120132794064847
640 - SPG Stierkalb,2017-11-17,72,120132794064848,,CH120132794064848
640 - SPG Stierkalb,2017-11-17,72,120132794064849,,CH120132794064849
640 - SPG Stierkalb,2017-11-17,72,120132794064850,,CH120132794064850
640 - SPG Stierkalb,2017-11-17,72,120132794064851,,CH120132794064851
650 - SPG Kuhkalb,2017-11-17,72,120132794064852,,CH120132794064852
640 - SPG Stierkalb,2017-11-17,73,120132794064853,,CH120132794064853
640 - SPG Stierkalb,2017-11-17,73,120132794064854,,CH120132794064854
640 - SPG Stierkalb,2017-11-17,73,120132794064855,,CH120132794064855
640 - SPG Stierkalb,2017-11-17,73,120132794064856,,CH120132794064856
640 - SPG Stierkalb,2017-11-17,73,120132794064857,,CH120132794064857
640 - SPG Stierkalb,2017-11-17,73,120132794064858,,CH120132794064858
650 - SPG Kuhkalb,2017-11-17,73,120132794064859,,CH120132794064859
650 - SPG Kuhkalb,2017-11-17,73,120132794064860,,CH120132794064860
650 - SPG Kuhkalb,2017-11-17,73,120132794064861,,CH120132794064861
650 - SPG Kuhkalb,2017-11-17,73,120132794064862,,CH120132794064862
640 - SPG Stierkalb,2017-11-17,74,120132794064863,,CH120132794064863
640 - SPG Stierkalb,2017-11-17,74,120132794064864,,CH120132794064864
640 - SPG Stierkalb,2017-11-17,75,120132794064865,,CH120132794064865
640 - SPG Stierkalb,2017-11-17,75,120132794064866,,CH120132794064866
640 - SPG Stierkalb,2017-11-17,75,120132794064867,,CH120132794064867
640 - SPG Stierkalb,2017-11-17,75,120132794064868,,CH120132794064868
640 - SPG Stierkalb,2017-11-17,75,120132794064869,,CH120132794064869
640 - SPG Stierkalb,2017-11-17,75,120132794064870,,CH120132794064870
640 - SPG Stierkalb,2017-11-17,75,120132794064871,,CH120132794064871
640 - SPG Stierkalb,2017-11-17,75,120132794064872,,CH120132794064872
640 - SPG Stierkalb,2017-11-17,75,120132794064873,,CH120132794064873
640 - SPG Stierkalb,2017-11-17,75,120132794064874,,CH120132794064874
